Number of nodes 5890 
  1865 :   1473   2267   1667   3475 
  1866 :   2224   2257   1813   2725 
  1867 :   2429   3211   2512   1330 
  1868 :   4099   4143   4600   4357 
  1869 :   2260   1355   2027   2531 
  1870 :   2058   2299   2304   2999 
  1871 :    127    126   2294   1754 
  1872 :   2137   1443   2102   2884 
  1873 :   3343   2323   1282   2854 
  1874 :   2230   1929   1595   1790 
  1875 :    976    975   1434   2327 
  1876 :   2107   1279   2481   3559 
  1877 :   2619   1463   2352   3354 
  1878 :   2118   1065   1064   1718 
  1879 :   2160    343    342   1413 
  1880 :   2288   1753   1606   2833 
  1881 :   2117   1909   2705   1607 
  1882 :   2636   2897   3092   3970 
  1883 :   2621   1375   2421   2538 
  1884 :   1658   1363   2875   1910 
  1885 :   2716   1975   1689   1477 
  1886 :   1313   2141   3321   2745 
  1887 :   5076   5273   5416   5482 
  1888 :   1350   1063   1062   2376 
  1889 :   5613   5741   5790   5815 
  1890 :   3290   1654   2157   2595 
  1891 :   3284   2773   1653   2114 
  1892 :   2518   3576   2690   1328 
  1893 :    955    954   1457   1822 
  1894 :   1258   2697   3409   2112 
  1895 :   2119   1255    166    165 
  1896 :   1275   2759   3314   2181 
  1897 :   3316   2776   3882   4408 
  1898 :   2529   1867   1487   1902 
  1899 :    526    525   1466   2263 
  1900 :   2200   1503   2577   3216 
  1901 :    889   1753   2288    890 
  1902 :    409    408   1949   2838 
  1903 :   5802   5569   5738   5855 
  1904 :   5128   4471   2611   3827 
  1905 :   1285   2441   2479   2920 
  1906 :    691    690   1545   1846 
  1907 :   5195   5579   5446   4920 
  1908 :   1726   2128   3379   2808 
  1909 :   2227   3479   3540   1430 
  1910 :   2642   2943   1766   2213 
  1911 :   1027   1026   1025   1459 
  1912 :   4346   4199   3652   3886 
  1913 :   1695   2153   3274   2789 
  1914 :   3787   4246   4941   4601 
  1915 :   3774   4656   4265   3146 
  1916 :   1449   2658   3431   2201 
  1917 :   2193   2360   1569   2092 
  1918 :   3474   2475   1687   2274 
  1919 :    589    588   2304   2299 
  1920 :   3916   4304   4207   4664 
  1921 :   1773   2787   2602   2194 
  1922 :   1497   2159   3519   2791 
  1923 :   4030   4299   3161   3832 
  1924 :    503   1455   2271    504 
  1925 :   1447   2131   3301   2472 
  1926 :   3342   2870   2428   1337 
  1927 :    819    818   1283   2251 
  1928 :   3300   2147   1676   2770 
  1929 :   2253   3450   3734   2551 
  1930 :   3475   2862   2211   1473 
  1931 :   1904   1611   1442   3291 
  1932 :   3484   2180   1928   2608 
  1933 :   1412   2660   3486   2134 
  1934 :    451    450   2322   1424 
  1935 :   4572   5235   4976   4741 
  1936 :   1454   1992   3405   3005 
  1937 :    201   1738   1450    202 
  1938 :   2042    990    989   2951 
  1939 :   2601   3158   3805   3472 
  1940 :   2632   1930   1545   1694 
  1941 :   1829   1816    495    494 
  1942 :   3568   2233   1602   2932 
  1943 :   5279   5278   4621   5129 
  1944 :   1115   1114   1113   1867 
  1945 :   4578   5169   4618   4991 
  1946 :   1354   1941   3080   2536 
  1947 :   1459   1571   1028   1027 
  1948 :   1724   2849   3013   2452 
  1949 :   1755   1414   1330   2936 
  1950 :   2207   1284   2477   3386 
  1951 :    657    656   2276   1316 
  1952 :    608    607   2302   1395 
  1953 :   3315   2499   2006   1481 
  1954 :   1047   1604   1049   1048 
  1955 :     10   1091   2425   1492 
  1956 :   5168   3963   3066   4742 
  1957 :   1179   1655    560   2245 
  1958 :   4335   3192   2543   3717 
  1959 :    858   1381   2247    859 
  1960 :   3290   2788   2116   1654 
  1961 :   3238   2858   2292   3014 
  1962 :   4941   5218   5459   5481 
  1963 :   1993   2380   3473   2803 
  1964 :   5154   4614   4146   5032 
  1965 :     83     82   2217   1325 
  1966 :   1521   2505   3341   2151 
  1967 :   5399   5671   5583   5755 
  1968 :   3501   3981   4843   4379 
  1969 :   1961   2423   2830   2661 
  1970 :   2396   1518   2916   2917 
  1971 :   5675   5719   5578   5403 
  1972 :   3930   3550   4124   4794 
  1973 :   3663   3986   4202   4881 
  1974 :   2898   2263   1466   2093 
  1975 :    964    963   2442   1554 
  1976 :   3491   2409   1405   2995 
  1977 :    255   1519   2308    256 
  1978 :   3280   2470   1582   2122 
  1979 :   2085   1623   1876   2797 
  1980 :   3208   3753   4502   3973 
  1981 :   1683   2276    656    655 
  1982 :   3084   2678   2077   1990 
  1983 :   1299   1129   1591   2307 
  1984 :    625    624   1443   2137 
  1985 :   4584   4456   2484   3767 
  1986 :    336   1842   1536    337 
  1987 :   1297   2498   2871   2221 
  1988 :   3568   2932   2133   3463 
  1989 :   2564   3017   4850   2806 
  1990 :   1788   2607   3400   1895 
  1991 :   3311   2152   1493   2796 
  1992 :   1331   2240   2839   3370 
  1993 :   1901   2999   2304   1458 
  1994 :   5442   5448   5554   5236 
  1995 :    768   1983   1326    769 
  1996 :   1729   2863   3447   2293 
  1997 :   3542   1955   1671   2945 
  1998 :   1973   2614   3980   3195 
  1999 :   3312   2491   2141   1643 
  2000 :   3217   2149   1304   2926 
  2001 :   2893   2496   1298   2037 
  2002 :   1901   2138   3028   2500 
  2003 :   1958   1451   1079   1417 
  2004 :   2308   1519   2397   2751 
  2005 :   1468   2134   3486   2830 
  2006 :   2647   2673   2075   1382 
  2007 :   2209   1428   2557   2598 
  2008 :     51   2183   2790   1660 
  2009 :   3299   2282   1617   2819 
  2010 :   1367   1158   1157   1774 
  2011 :   5013   5297   4954   4589 
  2012 :   2964   3130   2247   1381 
  2013 :   2818   1932   1364   1702 
  2014 :   2112   2919   2254   1539 
  2015 :   4524   3932   3123   4279 
  2016 :   2763   2758   3829   3165 
  2017 :    225   1832   1377    226 
  2018 :   1681    317    316   1847 
  2019 :    422    421    420   1762 
  2020 :      1    959   2344   1491 
  2021 :    364    363   1635   2434 
  2022 :   2938   1502   2305   2460 
  2023 :   1826    377    376   1840 
  2024 :   2330   2757   3843   2590 
  2025 :    897    896   1497   1825 
  2026 :   4368   5357   4930   3620 
  2027 :    151   1365   2418    152 
  2028 :   3331   2778   1629   2170 
  2029 :   2156   2004   3530   2866 
  2030 :   4451   3922   4628   4886 
  2031 :   1650   2010   2897   2218 
  2032 :   3746   4211   4044   4521 
  2033 :   2835   3397   2748   1751 
  2034 :   2396    174   2328   1518 
  2035 :   2735   3819   4274   3037 
  2036 :   1372   2524   3318   2166 
  2037 :   4743   5167   5262   5190 
  2038 :   2288   3375   3836   2896 
  2039 :   2982   3553   1280   2393 
  2040 :    605    604   1273   2210 
  2041 :   2125   2620   2460   2305 
  2042 :   1009   1271   1773   1010 
  2043 :   2278   3382   1990   1662 
  2044 :   2092   1723   1722   2193 
  2045 :   3221   2106   1526   2549 
  2046 :   2677   1494   2388   3024 
  2047 :   3624   3529   2652   3758 
  2048 :   5671   5666   5465   5583 
  2049 :   2328   2580   2916   1518 
  2050 :   3974   3022   2077   2678 
  2051 :   2926   1304   1021   2309 
  2052 :   3075   2597   4063   4062 
  2053 :   5139   4139   4397   4872 
  2054 :   2847   2796   1493   2219 
  2055 :   2847   2219   1656   1888 
  2056 :   2436   1482   2001   2664 
  2057 :   5578   5719   5414   5600 
  2058 :   2077   3022   1908   1300 
  2059 :   5705   5831   5862   5782 
  2060 :   2804   2291   1692   3579 
  2061 :   3462   2622   2836   3791 
  2062 :    168    167   1614   2337 
  2063 :   4856   4916   5255   5125 
  2064 :   5218   4941   4246   4662 
  2065 :   1517   2784   2612   2081 
  2066 :   3353   2604   1647   2235 
  2067 :   1186   1544   1444   1187 
  2068 :   2349   1425   3509   2935 
  2069 :   1528   3484   3298   2937 
  2070 :   4421   3857   3736   4500 
  2071 :   3715   4321   4286   4646 
  2072 :   1568   2845   2966   1731 
  2073 :   2380   1829   2387   3008 
  2074 :   1934   1428   1053   1052 
  2075 :   2236   1501   2610   3437 
  2076 :   2787   1773   1271   2341 
  2077 :    770   2133   2932   1602 
  2078 :   2800   2461   2353   1247 
  2079 :   5115   5646   5428   5383 
  2080 :   1516   2268   3459   2631 
  2081 :   2992   1261    986    985 
  2082 :   1906   1837   2455   2649 
  2083 :   3266   3654   4052   3449 
  2084 :   2766   3106   3951   2767 
  2085 :   4655   3891   3471   4405 
  2086 :    102    101   2333   1763 
  2087 :   2719   1360   1369   1974 
  2088 :   2244    983    982   1736 
  2089 :   1352   1928   2180   1717 
  2090 :   2882   3425   3149   3913 
  2091 :   2669   2887   2458   3215 
  2092 :   3208   2448   2868   2598 
  2093 :    648   2292    650    649 
  2094 :   5345   4929   4848   4675 
  2095 :   2067   1367   2613   3357 
  2096 :   3991   4425   4419   3678 
  2097 :   2066   1265   3938   3308 
  2098 :   3309   2146   1764   2794 
  2099 :   2816   1917   2185   1742 
  2100 :   3748   3147   1965   2533 
  2101 :   5812   5716   5798   5777 
  2102 :   1887   1261   2992   1576 
  2103 :   4520   3876   3417   4465 
  2104 :   1806   2011   3480   2868 
  2105 :   4800   4298   3453   3978 
  2106 :   1423   2017   2252   1626 
  2107 :   2522   2285   1589   2978 
  2108 :   1490   1935   2611   2175 
  2109 :   2139   3294   3312   1321 
  2110 :   5156   5341   5340   4631 
  2111 :   3333   3334   2784   2057 
  2112 :      8   1041   2414   2053 
  2113 :   3329   2173   1647   2604 
  2114 :   5351   5122   5629   5461 
  2115 :   1575   2981   3450   2253 
  2116 :   2835   1751   1264   1880 
  2117 :   3347   2892   1317   1982 
  2118 :    860   1628   1336    861 
  2119 :   1434   2593   1696   2327 
  2120 :   4517   4161   5065   4823 
  2121 :   3374   2749   1499   2419 
  2122 :   5483   5333   4722   4968 
  2123 :   4331   3647   4596   5132 
  2124 :   1825   1497   2791   2374 
  2125 :   1605   2957   3572   2020 
  2126 :   3218   1901   2500   3392 
  2127 :   2600   1931   1669   2178 
  2128 :   2462   2118   2792   3391 
  2129 :   1745   1913   3436   2874 
  2130 :   3437   3579   1692   2236 
  2131 :    121    120   1269   2361 
  2132 :   4829   4197   3646   3804 
  2133 :   1033   1032   1452   2370 
  2134 :   2810   2192   1679   2009 
  2135 :   3851   3365   2212   2821 
  2136 :     80   1343   2025   2217 
  2137 :   2321    869    868   1793 
  2138 :   1022   1565   2454   1023 
  2139 :   3902   4339   4630   4181 
  2140 :   3285   2096   1419   2521 
  2141 :   4306   3215   2458   2527 
  2142 :   3328   2592   1657   2196 
  2143 :   2719   3532   2679   2339 
  2144 :   3364   4188   4450   3867 
  2145 :    207    206    205   1780 
  2146 :   2714   2771   1968   2301 
  2147 :   5299   5551   5657   5527 
  2148 :    401    400   1779   2108 
  2149 :   2195   2844   1929   2230 
  2150 :   3353   2235   1281   2831 
  2151 :   2160   1996   1410   1859 
  2152 :   2872   2885   3423   3608 
  2153 :   2874   1944   1312   1745 
  2154 :   3026   1280   3553   3307 
  2155 :   3488   4089   3538   2654 
  2156 :   3347   3916   3096   2892 
  2157 :   3917   3452   2088   2873 
  2158 :   5848   5864   5877   5857 
  2159 :   1513   2270   3017   2564 
  2160 :   2901   2162   1554   2442 
  2161 :   2484   3468   1989   2142 
  2162 :   3004   2841   2617   2065 
  2163 :   5426   5294   5232   5522 
  2164 :    970   1448   2298    971 
  2165 :   4905   5240   5463   5144 
  2166 :   2958   1392   1760   2076 
  2167 :    389    388   1841   2412 
  2168 :   2642   2213   1689   1975 
  2169 :   3536   3390   2129   2579 
  2170 :   1188   2422   2356     17 
  2171 :   1467   1739     38     37 
  2172 :   1460   2081   2612   1390 
  2173 :   3156   1999   2824   3249 
  2174 :   1333   2283   2007   2864 
  2175 :   5724   5523   5269   5612 
  2176 :   3252   2530   1376   2079 
  2177 :   1951   2736   1396   2312 
  2178 :   2414   1041   1040   1260 
  2179 :   1852   1769   1587   2087 
  2180 :   1467   2060   2336   1739 
  2181 :   4492   3697   3672   4224 
  2182 :   2809   1963   3545   3226 
  2183 :   5754   5734   5669   5700 
  2184 :    968   1599    197    969 
  2185 :    199    198   2338   1706 
  2186 :   1735    149   2301   1968 
  2187 :   2125    394    393   1362 
  2188 :   3781   3756   3708   4531 
  2189 :    380    379   1826   1840 
  2190 :      9   1068   1256   2446 
  2191 :   4763   4349   3265   3936 
  2192 :   1571   3011   2563   2391 
  2193 :   2469   3811   4406   3257 
  2194 :   2755   2002   2594   3451 
  2195 :   2994   1538   1306   1907 
  2196 :   3003   2949   2031   3558 
  2197 :   4156   4096   3542   4389 
  2198 :   2177   1720    930    929 
  2199 :   1921   1628   2247   2933 
  2200 :   1084   1083   2283   1333 
  2201 :   1702   2381   3035   2818 
  2202 :   2898   1824   1404   2080 
  2203 :   2980   2314   1743   1979 
  2204 :   2272   1535   1856   1762 
  2205 :   4308   2517   4514   3701 
  2206 :   2262   2961   1362   1708 
  2207 :   2100   1585   2374   2534 
  2208 :   1986   2965   2280   1416 
  2209 :   1648   1835   1016   1015 
  2210 :   3780   3206   2074   2650 
  2211 :   3166   4180   4749   3993 
  2212 :   1244   2353   2461   2881 
  2213 :   1786    723    722   1684 
  2214 :   2729   2126   2488   3521 
  2215 :     49   1558   1347     50 
  2216 :   3930   4794   4636   4186 
  2217 :   1801   2003   2989   3001 
  2218 :   3378   2596   1417   2277 
  2219 :   4616   3642   3346   4294 
  2220 :   4702   4482   3358   3600 
  2221 :   2216   1537    648    647 
  2222 :   2814   1929   2844   3384 
  2223 :   3779   4244   4762   3124 
  2224 :   2153   2585   3904   3274 
  2225 :    253   1719   2397    254 
  2226 :   2764   1970   1374   1649 
  2227 :   2448   2575   2255   1388 
  2228 :   4504   4206   3664   3293 
  2229 :   2473   3247   2210   1273 
  2230 :   2442   1364   1932   2901 
  2231 :   2982   4040   4503   3553 
  2232 :   2143   1688   2087   2860 
  2233 :   5679   5624   5335   5510 
  2234 :   1387   2390   1427   3429 
  2235 :   1129   1128   1127   1591 
  2236 :   2017   2734   3362   4009 
  2237 :   1744   2280   2965   2906 
  2238 :   5612   5269   5011   5502 
  2239 :   1596   1394   2825   2059 
  2240 :   1302   2504   3153   1953 
  2241 :   2275   1641   2910   2946 
  2242 :   2294   2035   2269   1754 
  2243 :   1695   2789   3049   1883 
  2244 :   3348   3007   1548   2260 
  2245 :     13   1285   2997   1146 
  2246 :   3887   3056   4112   4718 
  2247 :    612    611    610   1586 
  2248 :   2704   2037   1298   2837 
  2249 :   2212   1704   1445   2821 
  2250 :   2572   3231   3405   1992 
  2251 :   4396   3938   1265   3574 
  2252 :   5095   4673   4081   4267 
  2253 :   3262   3289   3828   4290 
  2254 :   4904   5584   5707   5387 
  2255 :   5281   5108   5181   5485 
  2256 :   1972   2376   1062   1391 
  2257 :    776   2415   2589   1747 
  2258 :   2138   1901   1458    587 
  2259 :   1950   2966   2845   3533 
  2260 :   3842   3088   3658   4391 
  2261 :    935    934   1479   1833 
  2262 :   1986   1759   2319   2707 
  2263 :    601    600   2095   2947 
  2264 :   3155   2967   1820   1959 
  2265 :   1771   2908   2451   1567 
  2266 :   2838   1949   3708   3117 
  2267 :   3755   3465   1959   2653 
  2268 :   2447   1590   1836    567 
  2269 :   1213   1212   1590   2447 
  2270 :    889    888   1606   1753 
  2271 :   1553   2923   2016   2400 
  2272 :   3386   2610   1501   2207 
  2273 :    300    299    298   1782 
  2274 :   1286   2127   2662   3534 
  2275 :   4778   4430   3184   4053 
  2276 :   2539   3739   2646   3528 
  2277 :   2101   2676   3586   3136 
  2278 :   1611   1904   2987   1268 
  2279 :   2321   1421    870    869 
  2280 :   2104    315    314   1327 
  2281 :   2720   2171   1673   1438 
  2282 :   4302   3962   2963   3788 
  2283 :   2835   3891   4004   3397 
  2284 :   1970   3273   3426   2624 
  2285 :    601   2947   1593    602 
  2286 :   3189   2048   3023   4044 
  2287 :   2325   1548   3007   1814 
  2288 :   2487   1984   1799   1342 
  2289 :   4792   5299   5527   4944 
  2290 :    890   2288   2896   1441 
  2291 :   2113   2043   2276   1683 
  2292 :   2597   3075   4011   2667 
  2293 :   1638   2667   3411   2310 
  2294 :   1677   1397   2691   2008 
  2295 :   4226   4404   3750   4178 
  2296 :   1752   2907   2278   1301 
  2297 :   3148   3845   3735   2544 
  2298 :   2259   1198   1197   1827 
  2299 :   5044   4376   3485   3721 
  2300 :   4520   3939   2600   3217 
  2301 :   2852   3240   4325   3818 
  2302 :   1615   2094   2970   2110 
  2303 :   1155   1154   1998   1302 
  2304 :   4290   3828   4115   4781 
  2305 :   1167   1525   2165     14 
  2306 :   4446   3870   4456   4846 
  2307 :    973    972   1733   1490 
  2308 :   2329   1047   1046   1293 
  2309 :   2053   1310   1003      8 
  2310 :   4930   5285   4934   4567 
  2311 :   1246   1817   1539   2254 
  2312 :   2539   3528   2046   1401 
  2313 :   2350   1358   1923   2584 
  2314 :   3206   2674   2386   3021 
  2315 :   2261    508    507   1824 
  2316 :   1640   2275   2946   1967 
  2317 :   4973   4760   4351   5020 
  2318 :   2694   2015   2695   3972 
  2319 :   1382   2036   2345   2647 
  2320 :   2304    588    587   1458 
  2321 :   1657   2592   3378   2277 
  2322 :   4082   4756   5095   4267 
  2323 :   4138   3985   3775   4867 
  2324 :   1959   3465   4439   3155 
  2325 :   4433   4712   4164   3685 
  2326 :   4017   2911   1952   3180 
  2327 :   3163   1891   1277   3034 
  2328 :   1831   2371   2154   1555 
  2329 :   2478   3690   4283   3213 
  2330 :   1418   1995   2794   1764 
  2331 :   1447   2440    998    997 
  2332 :   4951   5513   5595   5417 
  2333 :   1540   1915   3313   2873 
  2334 :   2874   3113   3330   1944 
  2335 :   5695   5714   5652   5816 
  2336 :   1539   1817    701    700 
  2337 :   3995   1897   2899   3173 
  2338 :   2126   1541   1087   1086 
  2339 :   2232   1407   2712   3276 
  2340 :   2366   2063   1875   2435 
  2341 :   3729   3530   1439   3115 
  2342 :   4260   4313   4774   4428 
  2343 :   4979   4951   5417   5209 
  2344 :   3416   3890   3162   2816 
  2345 :   2748   2203   1776   2370 
  2346 :   4672   4597   5257   4913 
  2347 :   1600   1411   1126   1125 
  2348 :   4857   4690   3939   4520 
  2349 :   2052   2728   1478   2368 
  2350 :   5075   4607   3648   4135 
  2351 :   3191   3850   3266   2426 
  2352 :    414    413   1737   1866 
  2353 :   1957   1370   2384   2888 
  2354 :   2672   3559   4438   3770 
  2355 :    126    125   1685   2294 
  2356 :   4959   5342   5459   5218 
  2357 :   3832   3161   1954   2855 
  2358 :   3626   3099   3030   2693 
  2359 :   3312   3294   3686   4431 
  2360 :   4038   4776   5110   4390 
  2361 :   1940   2643   3981   3501 
  2362 :   1098   1097   1766   1257 
  2363 :   1967   2946   3982   3154 
  2364 :   1811   1463    248    247 
  2365 :   2128   1286   3534   2571 
  2366 :   4063   2597   2402   3010 
  2367 :   2914   2405   1570   2625 
  2368 :   2090   3282   3820   2492 
  2369 :   4663   4995   5339   4958 
  2370 :   5836   5814   5602   5707 
  2371 :   3487   3728   4030   2555 
  2372 :   2700   3584   2931   2022 
  2373 :   3247   2473   4117   3673 
  2374 :   2168   1634   1884   2582 
  2375 :   4950   5054   4238   4718 
  2376 :   3872   4787   4630   4339 
  2377 :   5598   5440   5593   5715 
  2378 :   1542   2882   3304   2191 
  2379 :   1666   1894   2831   1281 
  2380 :   3800   4751   4285   3454 
  2381 :   1822   1457   2405   2914 
  2382 :   2668   3107   2706   1924 
  2383 :   3177   3434   2930   2021 
  2384 :   1087   1541   2286   1088 
  2385 :   2143   3426   3273   2606 
  2386 :    205    204   1438   1673 
  2387 :   1868   3537   2991   2425 
  2388 :   1546   2546   3509   2379 
  2389 :   5015   5501   5425   5242 
  2390 :   3806   3754   2967   3155 
  2391 :   2423   1961   1272    750 
  2392 :   1843   1610   2435   1875 
  2393 :   4456   4584   5088   4846 
  2394 :   4890   4487   3320   3933 
  2395 :    177   1572   2351    178 
  2396 :   3448   4893   4507   4019 
  2397 :   2196   1376   2530   3328 
  2398 :   1303    251    250   2416 
  2399 :   4993   4890   3933   4126 
  2400 :   2394   3012   4066   3523 
  2401 :   2660   1412   2332   3018 
  2402 :   5028   5321   5225   4612 
  2403 :   3117   3708   3756   4501 
  2404 :    907   1504   2248    908 
  2405 :   2895   1465   2335   2984 
  2406 :   2309   1021   1020   1757 
  2407 :   1440   1981   2161   1756 
  2408 :    853    852   1414   1755 
  2409 :   4296   3793   2770   3366 
  2410 :    961   1702   1364    962 
  2411 :   2294   2871   3943   4334 
  2412 :   4062   4401   4011   3075 
  2413 :    161    160   1749   1288 
  2414 :   1609   1812   1425   2349 
  2415 :   2692   3019   1433   2383 
  2416 :   1396   2736   3558   2031 
  2417 :   3780   2545   2095   3483 
  2418 :   4261   4110   4920   4681 
  2419 :   2979   1984   3272   3531 
  2420 :   2426   1331   3370   2508 
  2421 :   2704   2049   1709   2326 
  2422 :   2306   3009   1936   1348 
  2423 :    402    401   2108   1605 
  2424 :   2779   3922   4451   3336 
  2425 :   1277   2238   3393   3034 
  2426 :   1042      9   2446   2064 
  2427 :   2506   1305   1837   1906 
  2428 :   2769   3316   4408   3885 
  2429 :   1459   2991   3537   2032 
  2430 :   1703   1244   3505   2381 
  2431 :   1288   1749   2184   1896 
  2432 :   1573   4425   3991   1700 
  2433 :   5041   5223   5246   4927 
  2434 :   2612   3126   3828   3289 
  2435 :   1691   2051   2389   1559 
  2436 :   2035   3102   1461   2269 
  2437 :   3680   3244   3697   4303 
  2438 :   4952   5419   5756   5595 
  2439 :   2234   2466   3423   2885 
  2440 :   1418   2215   3032   1995 
  2441 :   2167    696    695   1433 
  2442 :   2986   4029   3757   3527 
  2443 :   5176   4546   4475   5131 
  2444 :   3620   4930   4567   4118 
  2445 :   4440   4498   4302   3788 
  2446 :   1134   1731   2359   1135 
  2447 :    395   2305   1502    396 
  2448 :   4279   3123   4019   4507 
  2449 :   3046   3270   4347   3598 
  2450 :   2641   3740   4056   3586 
  2451 :   5617   5733   5773   5813 
  2452 :    708   3017   2270    709 
  2453 :   2144    910    909   1267 
  2454 :    151   1735   2654   1365 
  2455 :   1603   3002   2005   1558 
  2456 :    648   1537   3014   2292 
  2457 :     12   1145   3005   1712 
  2458 :   1724   1552   1922   2403 
  2459 :   4156   3403   2649   4096 
  2460 :   2177    929    928   1422 
  2461 :   5114   5063   4474   4755 
  2462 :   4944   4396   4075   4792 
  2463 :   1504   2026   2817   2248 
  2464 :   4466   4752   3940   4185 
  2465 :   3748   2696   3396   3746 
  2466 :   1606   2223   3526   2833 
  2467 :   2317   1604   1047   2329 
  2468 :    100   1891   2333    101 
  2469 :   4165   3108   3287   3659 
  2470 :   2642   1975   3046   3979 
  2471 :    309   1595   2289    310 
  2472 :   1562   1441   2896   1881 
  2473 :   4189   2438   2805   3414 
  2474 :   2309   3417   3876   2926 
  2475 :   3575   2705   1909   3399 
  2476 :   3401   2573   3298   3786 
  2477 :   2723   3862   3380   2751 
  2478 :   3500   1287   2443   2894 
  2479 :   4645   3701   4370   3657 
  2480 :   4538   3900   2618   3404 
  2481 :   1400   1175   1174   1399 
  2482 :    479    478   1610   1843 
  2483 :   1272   1961   3389   2633 
  2484 :   3493   2869   3359   3966 
  2485 :    113    112   1809   1552 
  2486 :   1383   1770   2733   1976 
  2487 :   4022   3144   3830   4247 
  2488 :   1426   2161   1981   2823 
  2489 :   2144   2880   2056   1495 
  2490 :   3076   3322   2609   1903 
  2491 :   4797   4846   5088   4937 
  2492 :   2483   3065   4124   3550 
  2493 :    734   1549    736    735 
  2494 :   3216   3651   4509   2509 
  2495 :   2055   3000   2410   1470 
  2496 :   4397   3879   3306   4337 
  2497 :   2136   1544   1186   1185 
  2498 :   2550   3907   3554   3175 
  2499 :   1882   2602   3912   3056 
  2500 :   2738   2684   3896   3114 
  2501 :   1989   3468   3870   2819 
  2502 :   3169   4155   4427   4092 
  2503 :   4360   4833   4528   3968 
  2504 :   4436   4835   4957   4559 
  2505 :   4335   3717   3326   4478 
  2506 :    861   1336   2347    862 
  2507 :   5887   5888   5882   5876 
  2508 :   1454   3005   1145   1144 
  2509 :   1681   2856   3479   2227 
  2510 :   5312   5643   5736   5455 
  2511 :   2153   1695   1118   1117 
  2512 :   3418   3830   3144   2764 
  2513 :    562   1855   1177    563 
  2514 :   1591   1127   1126   1411 
  2515 :   2592   3566   1968   2771 
  2516 :   1403   2110   2970   2640 
  2517 :   1417   2596   3430   2859 
  2518 :   2498   1297   2865   2361 
  2519 :   5596   5790   5741   5756 
  2520 :   1389   2930   3434   2650 
  2521 :   2995   1405   2285   2522 
  2522 :   4067   4171   4581   4513 
  2523 :   1705   2627   1896   2184 
  2524 :   3031   1988   1763   2333 
  2525 :   5372   4892   4216   4946 
  2526 :   2943   1877   1257   1766 
  2527 :   5628   5540   5278   5397 
  2528 :   3832   3233   2555   4030 
  2529 :   4944   4842   3938   4396 
  2530 :   2752   2799   3552   2628 
  2531 :   3777   3441   2155   2815 
  2532 :   3971   3380   3862   4418 
  2533 :   4077   2526   3062   3656 
  2534 :   1063   1350   1718   1064 
  2535 :   2164   2666   3475   1667 
  2536 :   1450   1738   1259   1977 
  2537 :   5548   5727   5572   5468 
  2538 :   3260   4362   4899   3957 
  2539 :   5040   4327   3367   3712 
  2540 :   4077   3656   4818   4170 
  2541 :   2477   3605   4530   3386 
  2542 :   1338   1943   1864   1865 
  2543 :   1664   3522   2507   1335 
  2544 :   1915   1299   2307   2501 
  2545 :   5228   5261   4266   3741 
  2546 :   4353   4736   4469   3911 
  2547 :   5008   5368   4994   4773 
  2548 :   4318   3680   4303   4769 
  2549 :   1391   2293   3447   2634 
  2550 :    346   2246   2981   1575 
  2551 :   1953   3153   3806   2758 
  2552 :   2530   3252   4311   4035 
  2553 :   3647   4331   3653   3394 
  2554 :   4242   4296   3366   3718 
  2555 :   3303   2406   2890   4532 
  2556 :   2797   3895   4280   3821 
  2557 :   4335   4478   5129   4621 
  2558 :   2662   1886   3057   4082 
  2559 :   3369   2519   3364   2346 
  2560 :   5841   5822   5827   5868 
  2561 :   3765   4713   3610   3332 
  2562 :   1308   2700   2022   2158 
  2563 :   1278   2116   2788   3510 
  2564 :   2945   3852   4389   3542 
  2565 :   3326   3877   4729   4478 
  2566 :   2287   3115   1439   2343 
  2567 :   2549   3782   4270   3221 
  2568 :   2735   3281   4441   3819 
  2569 :   4112   4390   5110   4568 
  2570 :    285   1750    287    286 
  2571 :   2519   3369   4013   4402 
  2572 :   2581   3398   3432   2398 
  2573 :   2564   3425   2206   1513 
  2574 :   3603   2798   3821   4268 
  2575 :   5291   5479   5582   5391 
  2576 :   4765   3686   3294   4025 
  2577 :   5367   5195   4920   4957 
  2578 :   2149   3217   2600   2781 
  2579 :   4320   3080   3288   3650 
  2580 :   3287   3752   4233   3659 
  2581 :   4435   3036   1980   3503 
  2582 :   4460   4854   4213   3640 
  2583 :   2782   3716   4375   2783 
  2584 :   4706   3679   2509   4509 
  2585 :   2375   2826   4099   2903 
  2586 :   5104   5252   5674   5458 
  2587 :   1353   2068   2540   2963 
  2588 :   1751   2748   2370   1452 
  2589 :   4155   3169   3022   3974 
  2590 :   2412   1708    390    389 
  2591 :   2716   2687   3905   3270 
  2592 :   4806   4021   3391   4429 
  2593 :   1489   2299   2058   1173 
  2594 :   3677   4477   4036   3236 
  2595 :   5159   5111   5466   5230 
  2596 :   3073   3616   5092   3823 
  2597 :   5817   5875   5824   5885 
  2598 :   2108    397    396   1502 
  2599 :   2684   3253   4447   3896 
  2600 :   5028   3423   2466   3824 
  2601 :   5775   5765   5842   5824 
  2602 :   4052   2739   2082   3449 
  2603 :   3679   4706   5136   4452 
  2604 :   4510   3741   3149   2806 
  2605 :   2574   3580   3931   2702 
  2606 :   2594   3182   4433   3685 
  2607 :   3070   3992   3385   2988 
  2608 :   3968   3363   3732   4360 
  2609 :   4493   4193   4001   3776 
  2610 :   4268   3821   4280   4709 
  2611 :   3309   2794   2615   3133 
  2612 :   1771   2018   3186   2908 
